id,name,type,source
concept_Additionally,_he_plans_to_put_a_floor_on_the_SNR_so_that_it_doesn't_vary_a_lot_in_the_low-energy_regions,"Additionally, he plans to put a floor on the SNR so that it doesn't vary a lot in the low-energy regions","concept","MISeD"
topic_Macrophone,"Macrophone","topic","MISeD"
concept_The_design_specifications_for_the_new_television_remote_control_were_shared_with_the_team,"The design specifications for the new television remote control were shared with the team","concept","MISeD"
concept_The_company_colors_(red_and_black)_and_the_slogan_"We_put_fashion_in_Electronics"_need_to_be_included_in_the_design,"The company colors (red and black) and the slogan ""We put fashion in Electronics"" need to be included in the design","concept","MISeD"
concept_The_remote_should_only_work_with_televisions,_and_it_should_not_have_teletext_capabilities,"The remote should only work with televisions, and it should not have teletext capabilities","concept","MISeD"
concept_Use_a_high-grade_recycled_plastic_material_for_the_casing,"Use a high-grade recycled plastic material for the casing","concept","MISeD"
concept_The_remote_should_be_designed_with_fewer_buttons_and_functions,"The remote should be designed with fewer buttons and functions","concept","MISeD"
concept_It_should_have_a_simple,_user-friendly_display,"It should have a simple, user-friendly display","concept","MISeD"
concept_The_color_scheme_should_be_appealing_and_modern,"The color scheme should be appealing and modern","concept","MISeD"
topic_Developer,"Developer","topic","MISeD"
concept_A_complicated_remote_with_many_functions_is_not_generally_preferred_by_users,"A complicated remote with many functions is not generally preferred by users","concept","MISeD"
concept_Instead_of_having_many_buttons,_a_simple,_user-friendly_display_with_fewer_functions_would_be_ideal,"Instead of having many buttons, a simple, user-friendly display with fewer functions would be ideal","concept","MISeD"
concept_A_built-in_locator_device_could_be_included,_enabling_users_to_locate_the_remote_easily_if_it_gets_lost,"A built-in locator device could be included, enabling users to locate the remote easily if it gets lost","concept","MISeD"
concept_Voice_recognition_capabilities_could_be_implemented,_allowing_users_to_control_basic_functions_through_voice_commands,"Voice recognition capabilities could be implemented, allowing users to control basic functions through voice commands","concept","MISeD"
concept_Components:_Advanced_chip,_simple_battery,_curved_case_with_one_flat_side,_rubber_casing_and_buttons,_push-buttons_on_the_outside_with_an_L_C_D._with_spinning_wheel_and_voice_recognition_on_the_inside,"Components: Advanced chip, simple battery, curved case with one flat side, rubber casing and buttons, push-buttons on the outside with an L_C_D. with spinning wheel and voice recognition on the inside","concept","MISeD"
concept_Properties:_Trendy_vegetable_look_with_bright_vegetable_colors,"Properties: Trendy vegetable look with bright vegetable colors","concept","MISeD"
concept_The_participants_discussed_four_options_for_the_remote_control's_power_source:_simple_battery,_dynamo,_kinetic_energy,_and_solar_cells,"The participants discussed four options for the remote control's power source: simple battery, dynamo, kinetic energy, and solar cells","concept","MISeD"
concept_The_participants_decided_to_go_with_the_simple_battery_option_due_to_its_safety_and_low_cost_compared_to_other_options,"The participants decided to go with the simple battery option due to its safety and low cost compared to other options","concept","MISeD"
concept_The_participants_briefly_considered_the_kinetic_energy_option_but_decided_against_it_because_it_would_require_too_much_movement_to_be_practical,"The participants briefly considered the kinetic energy option but decided against it because it would require too much movement to be practical","concept","MISeD"
concept_The_participants_also_considered_the_solar_cell_option_but_decided_against_it_because_it_would_not_be_compatible_with_the_rubber_case_they_had_chosen,"The participants also considered the solar cell option but decided against it because it would not be compatible with the rubber case they had chosen","concept","MISeD"
concept_Scroll_wheels,"Scroll wheels","concept","MISeD"
concept_It_is_a_trendy_material_that_fits_the_desired_vegetable_look_and_feel_of_the_remote,"It is a trendy material that fits the desired vegetable look and feel of the remote","concept","MISeD"
concept_It_provides_a_spongy_feel,_which_is_in_line_with_the_user_preference_for_a_squishy_material,"It provides a spongy feel, which is in line with the user preference for a squishy material","concept","MISeD"
concept_It_has_protective_qualities_and_can_help_prevent_damage_to_the_remote_in_case_it_is_dropped,"It has protective qualities and can help prevent damage to the remote in case it is dropped","concept","MISeD"
concept_It_is_a_trendy_feature_that_aligns_with_the_desired_technological_and_innovative_look_and_feel_of_the_product,"It is a trendy feature that aligns with the desired technological and innovative look and feel of the product","concept","MISeD"
concept_It_provides_an_easy_and_convenient_way_for_users_to_control_the_device,_especially_for_functions_that_require_specific_commands_or_inputs,"It provides an easy and convenient way for users to control the device, especially for functions that require specific commands or inputs","concept","MISeD"
concept_It_enhances_the_user_experience_by_allowing_for_natural_and_intuitive_interaction_with_the_remote,"It enhances the user experience by allowing for natural and intuitive interaction with the remote","concept","MISeD"
concept_Promoting_teaching_as_a_rewarding_career,_with_opportunities_for_professional_development_and_career_progression,"Promoting teaching as a rewarding career, with opportunities for professional development and career progression","concept","MISeD"
concept_Improving_the_quality_of_initial_teacher_education,_ensuring_that_it_is_world-class_and_prepares_teachers_for_the_demands_of_the_classroom,"Improving the quality of initial teacher education, ensuring that it is world-class and prepares teachers for the demands of the classroom","concept","MISeD"
concept_Reforming_the_accreditation_process_for_teacher_education_providers,_to_ensure_that_they_are_delivering_high-quality_programs,"Reforming the accreditation process for teacher education providers, to ensure that they are delivering high-quality programs","concept","MISeD"
concept_Expanding_the_use_of_part-time_and_flexible_teacher_training_routes,_to_make_it_easier_for_people_with_other_commitments_to_pursue_a_teaching_career,"Expanding the use of part-time and flexible teacher training routes, to make it easier for people with other commitments to pursue a teaching career","concept","MISeD"
concept_She_observed_a_trend_of_fewer_people_applying_for_Welsh-medium_teaching_courses,"She observed a trend of fewer people applying for Welsh-medium teaching courses","concept","MISeD"
concept_She_noted_that,_although_additional_incentives,_such_as_financial_support,_were_provided_to_encourage_people_to_join_Welsh-medium_courses,_the_number_of_applicants_remained_low,"She noted that, although additional incentives, such as financial support, were provided to encourage people to join Welsh-medium courses, the number of applicants remained low","concept","MISeD"
concept_Innovative_approaches_are_being_taken,_such_as_encouraging_students_to_form_Welsh-medium_tutor_groups,_even_if_they_are_taking_their_A-levels_in_English,"Innovative approaches are being taken, such as encouraging students to form Welsh-medium tutor groups, even if they are taking their A-levels in English","concept","MISeD"
concept_Proactive_efforts_are_being_made_to_identify_and_persuade_students_who_have_previously_attended_Welsh-medium_schools_to_continue_their_education_through_the_medium_of_Welsh,"Proactive efforts are being made to identify and persuade students who have previously attended Welsh-medium schools to continue their education through the medium of Welsh","concept","MISeD"
concept_Efforts_are_being_made_to_capture_the_linguistic_skills_of_children_who_have_attended_Welsh-medium_schools_but_have_opted_to_take_their_A-levels_in_English,_by_allocating_roles_as_Welsh-medium_champions_within_colleges,"Efforts are being made to capture the linguistic skills of children who have attended Welsh-medium schools but have opted to take their A-levels in English, by allocating roles as Welsh-medium champions within colleges","concept","MISeD"
topic_Llyr,"Llyr","topic","MISeD"
topic_Gruffydd,"Gruffydd","topic","MISeD"
concept_To_pursue_the_recommendations_of_the_Hazelkorn_report,"To pursue the recommendations of the Hazelkorn report","concept","MISeD"
concept_To_extend_the_remit_of_HEFCW_to_include_the_FE_sector,_sixth_forms,_work-based_learning_providers,_and_apprenticeships,"To extend the remit of HEFCW to include the FE sector, sixth forms, work-based learning providers, and apprenticeships","concept","MISeD"
concept_To_improve_strategic_planning_and_prevent_duplication,"To improve strategic planning and prevent duplication","concept","MISeD"
concept_To_strengthen_links_between_schools,_FE,_HE,_and_employers,"To strengthen links between schools, FE, HE, and employers","concept","MISeD"
concept_To_enhance_collaboration_between_institutions_and_promote_better_information_and_advice_services_for_learners,"To enhance collaboration between institutions and promote better information and advice services for learners","concept","MISeD"
concept_The_participants_decided_that_it_should_be_achieved_and_serves_as_a_key_part_of_their_agenda,"The participants decided that it should be achieved and serves as a key part of their agenda","concept","MISeD"
concept_Active_steps_are_being_taken_to_drive_change_in_the_system,_and_funding_is_being_allocated_to_areas_where_shortages_of_skills_have_been_identified,"Active steps are being taken to drive change in the system, and funding is being allocated to areas where shortages of skills have been identified","concept","MISeD"
concept_The_implementation_of_the_Coleg_Cymraeg_Cenedlaethol’s_operational_plan_is_underway,_with_some_of_the_work_already_completed,_such_as_the_review_of_governance,"The implementation of the Coleg Cymraeg Cenedlaethol’s operational plan is underway, with some of the work already completed, such as the review of governance","concept","MISeD"
concept_To_address_this_issue,_innovative_approaches_are_being_taken,_such_as_encouraging_students_to_form_Welsh-medium_tutor_groups,_even_if_they_are_taking_their_A-levels_in_English,"To address this issue, innovative approaches are being taken, such as encouraging students to form Welsh-medium tutor groups, even if they are taking their A-levels in English","concept","MISeD"
concept_Proactive_efforts_are_also_being_made_to_identify_and_persuade_students_who_have_previously_attended_Welsh-medium_schools_to_continue_their_education_through_the_medium_of_Welsh,"Proactive efforts are also being made to identify and persuade students who have previously attended Welsh-medium schools to continue their education through the medium of Welsh","concept","MISeD"
concept_Llyr_Gruffydd_raised_concerns_about_the_quality_and_accessibility_of_Welsh-medium_teacher_training,_particularly_in_light_of_the_reduction_in_the_number_of_accredited_providers,"Llyr Gruffydd raised concerns about the quality and accessibility of Welsh-medium teacher training, particularly in light of the reduction in the number of accredited providers","concept","MISeD"
concept_Innovative_approaches_are_being_implemented,_such_as_encouraging_students_to_form_Welsh-medium_tutor_groups,_even_if_they_are_taking_their_A-levels_in_English,"Innovative approaches are being implemented, such as encouraging students to form Welsh-medium tutor groups, even if they are taking their A-levels in English","concept","MISeD"
concept_Efforts_are_being_made_to_capture_the_linguistic_skills_of_those_who_have_attended_Welsh-medium_schools_but_have_opted_to_take_their_A-levels_in_English,_by_assigning_them_roles_as_Welsh-medium_champions_within_colleges,"Efforts are being made to capture the linguistic skills of those who have attended Welsh-medium schools but have opted to take their A-levels in English, by assigning them roles as Welsh-medium champions within colleges","concept","MISeD"
topic_University,"University","topic","MISeD"
topic_South,"South","topic","MISeD"
topic_Newport,"Newport","topic","MISeD"
concept_They_identified_the_basic_components_of_the_remote_control_and_how_they_communicate_with_each_other,"They identified the basic components of the remote control and how they communicate with each other","concept","MISeD"
concept_They_suggested_that_the_design_should_be_kept_as_simple_and_clear_as_possible_to_allow_for_future_upgrades,"They suggested that the design should be kept as simple and clear as possible to allow for future upgrades","concept","MISeD"
concept_They_emphasized_the_importance_of_incorporating_the_latest_features_in_the_chip_design_to_prevent_the_remote_from_becoming_outdated_quickly,"They emphasized the importance of incorporating the latest features in the chip design to prevent the remote from becoming outdated quickly","concept","MISeD"
concept_They_suggested_that_the_remote_should_be_compatible_with_most_televisions,"They suggested that the remote should be compatible with most televisions","concept","MISeD"
concept_A_survey_conducted_by_a_usability_lab_showed_that_younger_people_between_the_ages_of_15_and_35_were_more_open_to_using_voice_recognition_on_remote_controls,"A survey conducted by a usability lab showed that younger people between the ages of 15 and 35 were more open to using voice recognition on remote controls","concept","MISeD"
concept_Younger_people_tend_to_have_a_higher_disposable_income_than_older_people,"Younger people tend to have a higher disposable income than older people","concept","MISeD"
concept_Voice_recognition_is_a_feature_that_is_gaining_popularity_and_becoming_more_common_in_various_devices,"Voice recognition is a feature that is gaining popularity and becoming more common in various devices","concept","MISeD"
concept_Voice_recognition_is_becoming_increasingly_popular_and_common_in_various_devices,"Voice recognition is becoming increasingly popular and common in various devices","concept","MISeD"
concept_Younger_people,_who_are_the_target_group_for_the_remote_control,_are_more_open_to_using_voice_recognition,"Younger people, who are the target group for the remote control, are more open to using voice recognition","concept","MISeD"
concept_The_participants_agreed_on_targeting_people_between_15_and_35_years_old_as_their_primary_audience,"The participants agreed on targeting people between 15 and 35 years old as their primary audience","concept","MISeD"
concept_The_remote_control_should_have_a_simple_design_with_only_essential_buttons,_voice_recognition_as_an_optional_feature,_and_a_way_to_locate_the_device_when_lost,"The remote control should have a simple design with only essential buttons, voice recognition as an optional feature, and a way to locate the device when lost","concept","MISeD"
concept_The_participants_discussed_the_possibility_of_incorporating_video_and_DVD_functionalities_but_decided_to_gather_more_information_before_making_a_final_decision,"The participants discussed the possibility of incorporating video and DVD functionalities but decided to gather more information before making a final decision","concept","MISeD"
concept_Industrial_Designer_presented_their_findings_on_the_remote_control's_basic_components_and_emphasized_the_importance_of_future_upgrades_and_compatibility_with_most_televisions,"Industrial Designer presented their findings on the remote control's basic components and emphasized the importance of future upgrades and compatibility with most televisions","concept","MISeD"
concept_The_remote_control_will_have_the_following_buttons:_power,_channel,_menu,_and_volume,"The remote control will have the following buttons: power, channel, menu, and volume","concept","MISeD"
concept_The_remote_control_will_aim_at_user's_between_the_ages_of_sixteen_and_forty_and_feature_a_teletext_option,_an_LCD_screen,_and_a_menu,"The remote control will aim at user's between the ages of sixteen and forty and feature a teletext option, an LCD screen, and a menu","concept","MISeD"
concept_The_remote_control_will_be_available_in_various_covers_that_can_be_bought_separately,"The remote control will be available in various covers that can be bought separately","concept","MISeD"
concept_The_new_remote_will_feature_an_LCD_screen,"The new remote will feature an LCD screen","concept","MISeD"
concept_It_will_have_an_easy-to-use_menu,"It will have an easy-to-use menu","concept","MISeD"
concept_The_remote_will_have_different_covers_that_can_be_purchased_separately,"The remote will have different covers that can be purchased separately","concept","MISeD"
concept_The_new_remote_control_will_be_designed_using_the_company's_corporate_color_and_slogan,"The new remote control will be designed using the company's corporate color and slogan","concept","MISeD"
concept_The_product_requirements_were_decided_by_a_person_who_isn't_a_member_of_the_team,"The product requirements were decided by a person who isn't a member of the team","concept","MISeD"
concept_It_will_display_the_menu,"It will display the menu","concept","MISeD"
concept_It_will_be_used_to_change_the_options_in_the_menu,"It will be used to change the options in the menu","concept","MISeD"
concept_It_will_have_an_LCD_screen,"It will have an LCD screen","concept","MISeD"
concept_It_will_have_a_user-friendly_menu,"It will have a user-friendly menu","concept","MISeD"
concept_It_will_be_available_in_different_covers,_which_can_be_purchased_separately,"It will be available in different covers, which can be purchased separately","concept","MISeD"
concept_It_must_be_designed_using_the_company's_corporate_color_and_slogan,"It must be designed using the company's corporate color and slogan","concept","MISeD"
concept_It_must_work_with_all_televisions,_including_older_models,"It must work with all televisions, including older models","concept","MISeD"
concept_Component_design_of_the_remote_control,_such_as_the_energy_source,_case,_buttons,_and_circuit_board,"Component design of the remote control, such as the energy source, case, buttons, and circuit board","concept","MISeD"
concept_Current_market_trends_and_what_is_selling_well,"Current market trends and what is selling well","concept","MISeD"
concept_User_interface_concepts,_including_voice_recognition,_touch_screen,_scroll_buttons,_and_various_special_components,"User interface concepts, including voice recognition, touch screen, scroll buttons, and various special components","concept","MISeD"
concept_The_choice_between_touch_screen_and_voice_recognition,_with_cost_being_a_major_factor,"The choice between touch screen and voice recognition, with cost being a major factor","concept","MISeD"
concept_The_materials_to_be_used_for_the_case,_including_plastics,_rubber,_or_wood,"The materials to be used for the case, including plastics, rubber, or wood","concept","MISeD"
concept_Blocking:_users_could_use_the_remote_to_block_certain_channels_from_their_children,"Blocking: users could use the remote to block certain channels from their children","concept","MISeD"
concept_Dedicated_buttons:_these_buttons_would_be_for_commonly_used_channels_and_could_be_programmed_by_the_user,"Dedicated buttons: these buttons would be for commonly used channels and could be programmed by the user","concept","MISeD"
concept_Secured_or_hidden_programming:_this_feature_would_allow_users_to_hide_certain_programming_options_from_view,"Secured or hidden programming: this feature would allow users to hide certain programming options from view","concept","MISeD"
concept_The_participants_discussed_the_possibility_of_using_some_of_the_transcribed_data_from_the_SmartKom_data_collection_for_initial_transcription_by_human_transcribers,"The participants discussed the possibility of using some of the transcribed data from the SmartKom data collection for initial transcription by human transcribers","concept","MISeD"
concept_Andreas_presented_a_visualization_tool_that_displays_the_transcribed_text,_audio_waveform,_stylized_pitch_vector,_and_X-waves,"Andreas presented a visualization tool that displays the transcribed text, audio waveform, stylized pitch vector, and X-waves","concept","MISeD"
concept_The_participants_discussed_the_possibility_of_creating_a_new_disk_rack_to_solve_disk_space_issues_in_the_machine_room,"The participants discussed the possibility of creating a new disk rack to solve disk space issues in the machine room","concept","MISeD"
concept_Dave_Johnson_will_be_out_of_office_for_ten_days,_which_may_impact_the_progress_of_setting_up_the_new_SUN-Blade_machines,"Dave Johnson will be out of office for ten days, which may impact the progress of setting up the new SUN-Blade machines","concept","MISeD"
topic_Speech,"Speech","topic","MISeD"
topic_Recognition,"Recognition","topic","MISeD"
concept_To_address_the_transcription_backlog,_they_considered_using_some_of_the_transcribed_data_from_the_SmartKom_data_collection_for_initial_transcription_by_human_transcribers,"To address the transcription backlog, they considered using some of the transcribed data from the SmartKom data collection for initial transcription by human transcribers","concept","MISeD"
concept_The_participants_discussed_the_issue_of_disk_space,_as_the_need_for_more_disk_space_is_increasing_due_to_the_large_amount_of_data_being_collected,"The participants discussed the issue of disk space, as the need for more disk space is increasing due to the large amount of data being collected","concept","MISeD"
concept_They_mentioned_that_one_of_the_solutions_could_be_to_get_a_new_disk_rack_for_the_machine_room,"They mentioned that one of the solutions could be to get a new disk rack for the machine room","concept","MISeD"
concept_They_also_talked_about_the_possibility_of_using_some_of_the_transcribed_data_from_the_SmartKom_data_collection_for_initial_transcription_by_human_transcribers_to_help_with_the_transcription_backlog,"They also talked about the possibility of using some of the transcribed data from the SmartKom data collection for initial transcription by human transcribers to help with the transcription backlog","concept","MISeD"
concept_The_participants_acknowledged_the_growing_need_for_disk_space_due_to_the_large_amount_of_data_being_collected,"The participants acknowledged the growing need for disk space due to the large amount of data being collected","concept","MISeD"
concept_Getting_a_new_disk_rack_for_the_machine_room_and_using_external_drives_per_machine_were_proposed_as_potential_solutions_to_expand_disk_space,"Getting a new disk rack for the machine room and using external drives per machine were proposed as potential solutions to expand disk space","concept","MISeD"
concept_The_idea_of_using_transcribed_data_from_the_SmartKom_data_collection_for_initial_transcription_by_human_transcribers_was_also_discussed_as_a_way_to_manage_the_transcription_backlog,"The idea of using transcribed data from the SmartKom data collection for initial transcription by human transcribers was also discussed as a way to manage the transcription backlog","concept","MISeD"
concept_The_industrial_designer_presented_their_findings_on_the_basic_components_of_the_remote_control_and_how_they_work_together,"The industrial designer presented their findings on the basic components of the remote control and how they work together","concept","MISeD"
concept_The_user_interface_specialist_shared_their_insights_on_the_main_functions_of_the_remote_control_and_user_preferences_for_its_design,"The user interface specialist shared their insights on the main functions of the remote control and user preferences for its design","concept","MISeD"
concept_The_marketing_specialist_presented_the_results_of_a_survey_on_remote_control_usage_and_consumer_preferences,"The marketing specialist presented the results of a survey on remote control usage and consumer preferences","concept","MISeD"
concept_The_team_discussed_their_personal_preferences_for_the_remote_control's_design_and_features,"The team discussed their personal preferences for the remote control's design and features","concept","MISeD"
concept_They_decided_to_target_consumers_between_the_ages_of_fifteen_and_thirty-five,_as_they_are_more_likely_to_be_attracted_to_the_sleek_and_stylish_design_of_the_remote_control,"They decided to target consumers between the ages of fifteen and thirty-five, as they are more likely to be attracted to the sleek and stylish design of the remote control","concept","MISeD"
concept_Younger_people,_according_to_the_survey_results,_are_more_likely_to_spend_more_money_on_a_remote_control_with_a_stylish_design,"Younger people, according to the survey results, are more likely to spend more money on a remote control with a stylish design","concept","MISeD"
concept_Younger_consumers,_the_marketing_specialist_believes,_are_more_inclined_to_value_and_appreciate_the_aesthetic_appeal_of_a_well-designed_remote_control,"Younger consumers, the marketing specialist believes, are more inclined to value and appreciate the aesthetic appeal of a well-designed remote control","concept","MISeD"
concept_Consumers_are_dissatisfied_with_the_current_designs_of_remote_controls,_with_75%_finding_them_aesthetically_unpleasing,"Consumers are dissatisfied with the current designs of remote controls, with 75% finding them aesthetically unpleasing","concept","MISeD"
concept_80%_of_consumers_would_be_willing_to_pay_more_for_an_attractive_remote_control,"80% of consumers would be willing to pay more for an attractive remote control","concept","MISeD"
concept_The_most_frequently_used_buttons_on_remote_controls_are_channel_selection,_volume_control,_and_power,_while_other_buttons_are_rarely_used,"The most frequently used buttons on remote controls are channel selection, volume control, and power, while other buttons are rarely used","concept","MISeD"
concept_Younger_consumers,_particularly_those_between_fifteen_and_thirty-five_years_old,_are_more_receptive_to_the_idea_of_voice_recognition_software_in_remote_controls,"Younger consumers, particularly those between fifteen and thirty-five years old, are more receptive to the idea of voice recognition software in remote controls","concept","MISeD"
concept_75%_of_consumers_find_current_remote_control_designs_aesthetically_unappealing,"75% of consumers find current remote control designs aesthetically unappealing","concept","MISeD"
concept_Channel_selection,_volume_control,_and_power_are_the_most_frequently_used_buttons,_while_other_buttons_are_rarely_used,"Channel selection, volume control, and power are the most frequently used buttons, while other buttons are rarely used","concept","MISeD"
topic_Mel,"Mel","topic","MISeD"
topic_Cepstra,"Cepstra","topic","MISeD"
concept_The_recognition_performance_of_the_combined_system_was_1.5%_higher_than_the_individual_systems,"The recognition performance of the combined system was 1.5% higher than the individual systems","concept","MISeD"
concept_The_improvement_was_achieved_by_using_N-best_ROVER,"The improvement was achieved by using N-best ROVER","concept","MISeD"
concept_This_system_combination_approach_would_only_require_rescoring_the_lattices_generated_from_both_systems,_which_is_a_relatively_simple_process,"This system combination approach would only require rescoring the lattices generated from both systems, which is a relatively simple process","concept","MISeD"
concept_One_question_that_didn't_reach_a_resolution_was_where_to_place_additional_disk_drives_to_store_the_meeting_data,_as_there_is_limited_space_in_the_machine_room,"One question that didn't reach a resolution was where to place additional disk drives to store the meeting data, as there is limited space in the machine room","concept","MISeD"
concept_Another_question_that_remained_unresolved_was_whether_to_use_alignments_from_the_SRI_recognizer_or_to_go_through_embedded_training_iterations_to_realign_the_data,"Another question that remained unresolved was whether to use alignments from the SRI recognizer or to go through embedded training iterations to realign the data","concept","MISeD"
concept_They_agreed_to_use_alignments_from_the_SRI_recognizer_as_a_starting_point_for_the_hybrid_system,_as_they_are_based_on_a_good_system,"They agreed to use alignments from the SRI recognizer as a starting point for the hybrid system, as they are based on a good system","concept","MISeD"
concept_They_mentioned_that_they_would_also_train_a_new_MLP_and_retrain_the_dictionary_using_the_new_alignments,"They mentioned that they would also train a new MLP and retrain the dictionary using the new alignments","concept","MISeD"
concept_Professor_B_expressed_that_the_hybrid_system_might_perform_worse_than_their_systems_due_to_using_context-independent_modeling_and_pointed_out_that_their_Broadcast_News_system_performs_well,"Professor B expressed that the hybrid system might perform worse than their systems due to using context-independent modeling and pointed out that their Broadcast News system performs well","concept","MISeD"
concept_They_suggested_evaluating_the_hybrid_system_to_assess_the_quality_of_the_MLP_outputs_and_the_overall_performance,"They suggested evaluating the hybrid system to assess the quality of the MLP outputs and the overall performance","concept","MISeD"
concept_Increase_sales,"Increase sales","concept","MISeD"
concept_They_believed_that_a_universal_remote_control_would_be_more_convenient_for_consumers,_as_they_would_only_need_one_remote_to_control_multiple_devices,"They believed that a universal remote control would be more convenient for consumers, as they would only need one remote to control multiple devices","concept","MISeD"
concept_They_believed_that_a_universal_remote_control_would_be_more_appealing_to_consumers_who_owned_multiple_devices_from_different_brands,_as_it_would_eliminate_the_need_to_purchase_multiple_remote_controls,"They believed that a universal remote control would be more appealing to consumers who owned multiple devices from different brands, as it would eliminate the need to purchase multiple remote controls","concept","MISeD"
concept_They_believed_that_a_universal_remote_control_would_be_more_likely_to_be_used_by_consumers,_as_it_would_be_more_convenient_and_easier_to_use_than_multiple_remote_controls,"They believed that a universal remote control would be more likely to be used by consumers, as it would be more convenient and easier to use than multiple remote controls","concept","MISeD"
concept_The_participants_discussed_the_budget_for_the_new_prototype,_which_was_set_at_12.5_euros,"The participants discussed the budget for the new prototype, which was set at 12.5 euros","concept","MISeD"
concept_Participants_expressed_concerns_about_the_number_of_devices_that_the_remote_control_should_be_compatible_with,"Participants expressed concerns about the number of devices that the remote control should be compatible with","concept","MISeD"
concept_There_was_a_discussion_about_the_design_of_the_remote_control,_including_its_weight,_material,_and_appearance,"There was a discussion about the design of the remote control, including its weight, material, and appearance","concept","MISeD"
concept_The_participants_suggested_that_the_remote_control_should_have_a_long_battery_life_and_include_a_feature_that_allows_users_to_locate_it_easily_if_it_is_lost,"The participants suggested that the remote control should have a long battery life and include a feature that allows users to locate it easily if it is lost","concept","MISeD"
concept_The_participants_asked_about_the_specific_features_and_functionalities_that_the_remote_control_should_have,_but_no_concrete_decisions_were_made,"The participants asked about the specific features and functionalities that the remote control should have, but no concrete decisions were made","concept","MISeD"
concept_They_also_discussed_the_materials_to_be_used_for_the_remote_control's_construction,_but_no_final_decision_was_reached,"They also discussed the materials to be used for the remote control's construction, but no final decision was reached","concept","MISeD"
concept_The_participants_wanted_to_know_more_about_the_compatibility_of_the_remote_control_with_other_devices,_but_this_question_remained_unanswered,"The participants wanted to know more about the compatibility of the remote control with other devices, but this question remained unanswered","concept","MISeD"
concept_The_Marketing_representative_suggested_that_the_remote_control_should_have_an_appealing_design_to_increase_its_marketability,"The Marketing representative suggested that the remote control should have an appealing design to increase its marketability","concept","MISeD"
concept_The_Industrial_Designer_emphasized_the_importance_of_the_remote_control_being_lightweight_and_durable,"The Industrial Designer emphasized the importance of the remote control being lightweight and durable","concept","MISeD"
concept_They_suggested_incorporating_a_feature_that_emits_a_sound_when_a_button_is_pressed,_aiding_in_locating_the_remote_control_if_it_is_misplaced,"They suggested incorporating a feature that emits a sound when a button is pressed, aiding in locating the remote control if it is misplaced","concept","MISeD"
concept_The_Industrial_Designer_highlighted_the_need_for_large,_easy-to-use_buttons_to_ensure_user-friendliness,"The Industrial Designer highlighted the need for large, easy-to-use buttons to ensure user-friendliness","concept","MISeD"
concept_It_would_aid_in_locating_the_remote_control_if_it_is_misplaced,_as_the_user_would_be_able_to_hear_the_sound_it_emits,"It would aid in locating the remote control if it is misplaced, as the user would be able to hear the sound it emits","concept","MISeD"
concept_It_would_provide_users_with_auditory_feedback,_confirming_that_their_button_press_has_been_registered,"It would provide users with auditory feedback, confirming that their button press has been registered","concept","MISeD"
concept_The_participants_decided_to_meet_again_in_half_an_hour_to_discuss_the_project_further,"The participants decided to meet again in half an hour to discuss the project further","concept","MISeD"
concept_They_were_instructed_to_check_their_email_for_the_next_set_of_instructions,"They were instructed to check their email for the next set of instructions","concept","MISeD"
concept_Impact_of_the_pandemic_on_child_protection_and_safeguarding,"Impact of the pandemic on child protection and safeguarding","concept","MISeD"
concept_The_availability_and_accessibility_of_services_for_children_and_young_people,_particularly_for_those_with_additional_needs_or_vulnerabilities,"The availability and accessibility of services for children and young people, particularly for those with additional needs or vulnerabilities","concept","MISeD"
concept_The_long-term_implications_of_the_pandemic_on_children_and_young_people's_well-being_and_mental_health,"The long-term implications of the pandemic on children and young people's well-being and mental health","concept","MISeD"
concept_The_financial_impact_of_the_pandemic_on_families_and_the_potential_impact_on_children's_well-being,"The financial impact of the pandemic on families and the potential impact on children's well-being","concept","MISeD"
concept_Additionally,_participants_were_concerned_that_the_increased_stress_and_financial_hardship_caused_by_the_pandemic_could_increase_the_risk_of_abuse_and_neglect,"Additionally, participants were concerned that the increased stress and financial hardship caused by the pandemic could increase the risk of abuse and neglect","concept","MISeD"
concept_Finally,_participants_highlighted_the_importance_of_ensuring_that_children_and_young_people_continue_to_have_access_to_essential_services,_such_as_education_and_healthcare,_during_the_pandemic,_as_these_services_can_play_a_vital_role_in_safeguarding_children,"Finally, participants highlighted the importance of ensuring that children and young people continue to have access to essential services, such as education and healthcare, during the pandemic, as these services can play a vital role in safeguarding children","concept","MISeD"
topic_Adolescent,"Adolescent","topic","MISeD"
topic_Mental,"Mental","topic","MISeD"
concept_It_enabled_the_CAMHS_leadership_to_make_informed_decisions_about_how_to_allocate_resources_and_adapt_services_to_meet_the_changing_needs_of_children_and_young_people_during_the_pandemic,"It enabled the CAMHS leadership to make informed decisions about how to allocate resources and adapt services to meet the changing needs of children and young people during the pandemic","concept","MISeD"
concept_Expanding_telephone_and_online_support_services_to_ensure_that_children_and_young_people_can_access_mental_health_support_remotely,"Expanding telephone and online support services to ensure that children and young people can access mental health support remotely","concept","MISeD"
concept_Raising_awareness_of_mental_health_support_services_and_encouraging_children_and_young_people_to_seek_help_if_they_are_struggling,"Raising awareness of mental health support services and encouraging children and young people to seek help if they are struggling","concept","MISeD"
concept_Providing_additional_funding_for_mental_health_services_to_help_them_cope_with_the_increased_demand_for_services_during_the_pandemic,"Providing additional funding for mental health services to help them cope with the increased demand for services during the pandemic","concept","MISeD"
